Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1790091403,10,,Aggregated,145.200000,0.000000,61,71,79,85,99,110,2800,3600,16000,16000,16000,2932,0,61,184.84826415927876,49.09932199961986,16014.995716000158,70.36766712141883
1790091404,10,,Aggregated,145.500000,0.000000,61,71,80,85,99,110,1600,3600,16000,16000,16000,3073,0,61,180.71219896225423,49.09932199961986,16014.995716000158,69.94533029612757
1790091405,10,,Aggregated,146.700000,0.000000,61,71,79,85,98,110,1100,3500,16000,16000,16000,3231,0,61,177.22040345249385,49.09932199961986,16014.995716000158,69.74806561436088
1790091406,10,,Aggregated,147.000000,0.000000,61,71,80,85,99,110,2800,3500,16000,16000,16000,3380,0,61,177.37818370858196,49.09932199961986,16014.995716000158,70.3878698224852
1790091407,10,,Aggregated,148.200000,0.000000,61,71,80,85,99,110,1600,3500,16000,16000,16000,3528,0,61,174.90443344756446,49.09932199961986,16014.995716000158,70.23412698412699
1790091408,10,,Aggregated,149.600000,0.000000,61,71,80,85,99,110,340,3500,16000,16000,16000,3676,0,61,171.4984626196968,49.09932199961986,16014.995716000158,69.86017410228509
1790091409,10,,Aggregated,150.000000,0.000000,61,71,80,85,99,110,1600,3500,16000,16000,16000,3827,0,61,171.84891631225656,49.09932199961986,16014.995716000158,70.41363992683564
1790091410,10,,Aggregated,150.400000,0.000000,61,71,80,86,99,110,1600,3500,16000,16000,16000,3965,0,61,171.01294126834935,49.09932199961986,16014.995716000158,70.53089533417402
1790091411,10,,Aggregated,150.000000,0.000000,61,71,81,86,100,110,1100,3500,13000,16000,16000,4096,0,61,168.81449393310558,49.09932199961986,16014.995716000158,70.247802734375
1790091412,10,,Aggregated,149.100000,0.000000,61,71,81,86,100,110,340,3500,13000,16000,16000,4250,0,61,166.8106978498822,49.09932199961986,16014.995716000158,70.09976470588235
1790091413,10,,Aggregated,148.200000,0.000000,61,71,81,86,100,110,1600,3500,13000,16000,16000,4400,0,61,167.44620392681773,49.09932199961986,16014.995716000158,70.57545454545455
1790091414,10,,Aggregated,146.700000,0.000000,61,71,81,86,100,110,1100,3500,13000,16000,16000,4553,0,61,166.4798721844938,47.70307099988713,16014.995716000158,70.62090929057764
1790091415,10,,Aggregated,146.300000,0.000000,61,71,81,86,100,110,200,3500,13000,16000,16000,4703,0,61,164.0057346587286,47.70307099988713,16014.995716000158,70.30491175845205
1790091416,10,,Aggregated,147.300000,0.000000,61,72,81,86,100,110,1100,3500,13000,16000,16000,4852,0,61,164.5184708942704,47.70307099988713,16014.995716000158,70.73454245671888
1790091417,10,,Aggregated,146.200000,0.000000,61,72,81,86,100,110,1100,3500,13000,16000,16000,4998,0,61,163.01775760024003,47.70307099988713,16014.995716000158,70.61804721888755
1790091418,10,,Aggregated,144.900000,0.000000,61,72,81,86,100,110,340,3500,12000,16000,16000,5144,0,61,161.6955767284221,47.70307099988713,16014.995716000158,70.51166407465007
1790091419,10,,Aggregated,145.900000,0.000000,61,72,81,86,100,110,180,3500,12000,16000,16000,5287,0,61,159.88188130471013,47.70307099988713,16014.995716000158,70.25477586533006
1790091420,10,,Aggregated,145.500000,0.000000,61,72,81,87,100,110,1100,3500,12000,16000,16000,5434,0,61,161.20519332701605,47.70307099988713,16014.995716000158,70.80511593669489
1790091421,10,,Aggregated,145.100000,0.000000,61,72,81,87,100,110,340,3500,12000,16000,16000,5571,0,61,160.36070709728995,47.70307099988713,16014.995716000158,70.72787650332077
1790091422,10,,Aggregated,144.900000,0.000000,61,72,81,87,100,110,180,3500,12000,16000,16000,5725,0,61,158.45154911144178,47.70307099988713,16014.995716000158,70.45659388646288
1790091423,10,,Aggregated,145.100000,0.000000,61,72,81,87,100,110,1600,3500,12000,16000,16000,5888,0,61,159.87728754398762,47.70307099988713,16014.995716000158,71.0657269021739
1790091424,10,,Aggregated,146.100000,0.000000,61,72,81,87,100,110,340,3500,12000,16000,16000,6031,0,61,158.30368956806484,47.70307099988713,16014.995716000158,70.82606532913282
1790091425,10,,Aggregated,146.000000,0.000000,61,72,81,87,100,110,200,3500,12000,16000,16000,6188,0,61,157.03456573141537,47.70307099988713,16014.995716000158,70.70054945054945
1790091426,10,,Aggregated,146.700000,0.000000,61,72,81,87,99,110,160,3500,12000,16000,16000,6333,0,61,155.5525462625919,47.70307099988713,16014.995716000158,70.47828833096479
1790091427,10,,Aggregated,148.000000,0.000000,61,72,81,87,100,110,340,3500,12000,16000,16000,6473,0,61,156.99290879236696,47.70307099988713,16014.995716000158,70.94994592924455
1790091428,10,,Aggregated,148.400000,0.000000,61,72,81,87,100,110,180,3500,12000,16000,16000,6623,0,61,155.44020218752715,47.70307099988713,16014.995716000158,70.71840555639439
1790091429,10,,Aggregated,147.400000,0.000000,61,72,81,87,100,110,180,3500,12000,16000,16000,6773,0,61,155.0311936339867,47.70307099988713,16014.995716000158,70.75786209951278
1790091430,10,,Aggregated,147.200000,0.000000,61,72,81,87,100,110,160,3500,12000,16000,16000,6920,0,61,154.2050407680629,47.70307099988713,16014.995716000158,70.6778901734104
1790091431,10,,Aggregated,147.900000,0.000000,61,72,81,87,100,110,200,3500,12000,16000,16000,7079,0,61,154.62062874092345,47.70307099988713,16014.995716000158,70.9416584263314
1790091432,10,,Aggregated,147.600000,0.000000,61,72,81,87,100,110,200,3500,12000,16000,16000,7224,0,61,153.85603949003263,47.70307099988713,16014.995716000158,70.86267995570321
1790091433,10,,Aggregated,150.000000,0.000000,61,72,81,86,99,110,180,3500,12000,16000,16000,7381,0,61,152.835704693672,47.70307099988713,16014.995716000158,70.75951768053109
1790091434,10,,Aggregated,150.000000,0.000000,61,71,80,86,99,110,260,3400,12000,16000,16000,7542,0,61,153.14033679355575,47.70307099988713,16014.995716000158,71.00039777247414
